function,args,kwargs
sklearn.manifold.LocallyLinearEmbedding,,"method=ltsa, **params"
sklearn.manifold._locally_linear.LocallyLinearEmbedding.fit_transform,S_points,
sklearn.manifold.LocallyLinearEmbedding,,"method=hessian, **params"
sklearn.manifold._locally_linear.LocallyLinearEmbedding.fit_transform,S_points,
sklearn.manifold.LocallyLinearEmbedding,,"method=modified, **params"
sklearn.manifold._locally_linear.LocallyLinearEmbedding.fit_transform,S_points,
sklearn.manifold.Isomap,,"n_components=n_components, n_neighbors=n_neighbors, p=1"
sklearn.manifold._isomap.Isomap.fit_transform,S_points,
sklearn.manifold._mds.MDS.fit_transform,S_points,
sklearn.manifold.SpectralEmbedding,,"n_components=n_components, n_neighbors=n_neighbors"
sklearn.manifold._spectral_embedding.SpectralEmbedding.fit_transform,S_points,
sklearn.manifold,,"init=random, n_components=n_components, n_iter=250, perplexity=30, random_state=0"
sklearn.manifold._t_sne.TSNE.fit_transform,S_points,
sklearn.datasets.load_digits,,n_class=6
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,,
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.manifold.Isomap,,"n_components=2, n_neighbors=n_neighbors"
sklearn.neighbors.NeighborhoodComponentsAnalysis,,"init=pca, n_components=2, random_state=0"
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"data, y",
sklearn.ensemble.RandomTreesEmbedding,,"max_depth=5, n_estimators=200, random_state=0"
sklearn.decomposition.TruncatedSVD,,n_components=2
sklearn.preprocessing.MinMaxScaler,,
sklearn.utils.check_random_state,0,
sklearn.manifold.MDS,2,"max_iter=100, n_init=1, normalized_stress=auto"
sklearn.manifold.SpectralEmbedding,,"n_components=2, n_neighbors=n_neighbors"
sklearn.manifold.TSNE,,"n_components=2, random_state=0"
sklearn.manifold.Isomap,sphere_data,
sklearn.manifold._mds.MDS.fit_transform,sphere_data,
sklearn.manifold._spectral_embedding.SpectralEmbedding.fit_transform,sphere_data,
sklearn.manifold._t_sne.TSNE.fit_transform,sphere_data,
sklearn.manifold.LocallyLinearEmbedding,sphere_data,
sklearn.manifold.Isomap,,"n_components=2, n_neighbors=n_neighbors"
sklearn.manifold.LocallyLinearEmbedding,,"method=method, n_components=2, n_neighbors=n_neighbors"
sklearn.datasets.make_swiss_roll,,"n_samples=1500, random_state=0"
sklearn.manifold.locally_linear_embedding,sr_points,"n_components=2, n_neighbors=12"
sklearn.manifold._t_sne.TSNE.fit_transform,sr_points,
sklearn.datasets,,"hole=True, n_samples=1500, random_state=0"
sklearn.manifold.locally_linear_embedding,sh_points,"n_components=2, n_neighbors=12"
sklearn.manifold,sh_points,
sklearn.manifold.TSNE,,"n_components=2, perplexity=40, random_state=0"
sklearn.manifold,,"init=random, n_components=2, perplexity=40, random_state=0"
sklearn.datasets.make_circles,,"factor=0.5, n_samples=n_samples, noise=0.05, random_state=0"
sklearn.datasets.make_s_curve,n_samples,random_state=0
sklearn.manifold,,"init=random, n_components=n_components, n_iter=300, perplexity=perplexity, random_state=0"
sklearn.manifold._t_sne.TSNE.fit_transform,X,
sklearn.manifold,,"init=random, learning_rate=auto, n_components=n_components, n_iter=300, perplexity=perplexity, random_state=0"
sklearn.manifold._t_sne.TSNE.fit_transform,X,
sklearn.manifold,,"init=random, n_components=n_components, n_iter=400, perplexity=perplexity, random_state=0"
sklearn.manifold._t_sne.TSNE.fit_transform,X,
sklearn.datasets.load_diabetes,,return_X_y=True
sklearn.linear_model.Lasso,,"max_iter=10000, random_state=0"
sklearn.model_selection.GridSearchCV,"lasso, tuned_parameters","cv=n_folds, refit=False"
sklearn.model_selection._search.BaseSearchCV.fit,"X, y",
sklearn.linear_model.LassoCV,,"alphas=alphas, max_iter=10000, random_state=0"
sklearn.linear_model._coordinate_descent.LinearModelCV.fit,"**, **",
sklearn.datasets.load_digits,,return_X_y=True
sklearn.neighbors.KNeighborsClassifier,,
sklearn.linear_model.LogisticRegression,,max_iter=1000
sklearn.neighbors._classification.KNeighborsClassifier,"X_train, y_train",
sklearn.linear_model._logistic.LogisticRegression.fit,"X_train, y_train",
sklearn.datasets.load_digits,,return_X_y=True
sklearn.svm.SVC,,kernel=linear
sklearn.model_selection.cross_val_score,"svc, X, y",n_jobs=1
sklearn.datasets.load_iris,,
sklearn.svm.SVC,,"gamma=10, kernel=kernel"
sklearn.svm._base.BaseLibSVM.fit,"X_train, y_train",
sklearn.svm._base.BaseSVC.decision_function,**,
sklearn.svm._classes.SVC,,
sklearn.svm._classes.SVC,,
sklearn.datasets.fetch_lfw_people,,"min_faces_per_person=70, resize=0.4"
sklearn.preprocessing.StandardScaler,,
sklearn.base.TransformerMixin.fit_transform,X_train,
sklearn.preprocessing._data.StandardScaler.transform,X_test,
sklearn.decomposition._pca.PCA.fit,X_train,
sklearn.decomposition._base._BasePCA.transform,X_train,
sklearn.decomposition._base._BasePCA.transform,X_test,
sklearn.model_selection.RandomizedSearchCV,"**, param_grid",n_iter=10
sklearn.model_selection._search.BaseSearchCV.fit,"X_train_pca, y_train",
sklearn.metrics._plot.confusion_matrix.ConfusionMatrixDisplay.from_estimator,"clf, X_test_pca, y_test","display_labels=target_names, xticks_rotation=vertical"
sklearn.svm.SVC,,"class_weight=balanced, kernel=rbf"
sklearn.metrics.classification_report,"y_test, y_pred",target_names=target_names
sklearn.decomposition.PCA,,"n_components=n_components, svd_solver=randomized, whiten=True"
sklearn.covariance.EllipticEnvelope,,"contamination=0.25, support_fraction=1.0"
sklearn.svm.OneClassSVM,,"gamma=0.35, nu=0.25"
sklearn.covariance._elliptic_envelope.EllipticEnvelope.fit,X1,
sklearn.covariance._elliptic_envelope.EllipticEnvelope.decision_function,**,
sklearn.datasets.load_wine,,
sklearn.datasets.load_wine,,
sklearn.covariance.GraphicalLassoCV,,alphas=alphas
sklearn.covariance._graph_lasso.GraphicalLassoCV.fit,X,
sklearn.cluster.affinity_propagation,**,random_state=0
sklearn.manifold.LocallyLinearEmbedding,,"eigen_solver=dense, n_components=2, n_neighbors=6"
sklearn.covariance._graph_lasso.GraphicalLassoCV,,
sklearn.manifold._locally_linear.LocallyLinearEmbedding.fit_transform,**,
sklearn.feature_extraction.text.HashingVectorizer,,"alternate_sign=False, decode_error=ignore, n_features=**"
sklearn.feature_extraction.text.HashingVectorizer.transform,X_test_text,
sklearn.linear_model.SGDClassifier,,max_iter=5
sklearn.naive_bayes.MultinomialNB,,alpha=0.01
sklearn.linear_model.PassiveAggressiveClassifier,,
sklearn.feature_extraction.text.HashingVectorizer.transform,X_train_text,
sklearn.naive_bayes._BaseDiscreteNB.partial_fit,"X_train, y_train",classes=all_classes
sklearn.utils.shuffle,"X_train, y_train",random_state=random_seed
sklearn.preprocessing.StandardScaler,,
sklearn.base.TransformerMixin.fit_transform,X_train,
sklearn.preprocessing._data.StandardScaler.transform,X_test,
sklearn.preprocessing.StandardScaler,,
sklearn.ensemble._forest.ForestRegressor.predict,instance,
sklearn.ensemble._forest.ForestRegressor.predict,X_test,
sklearn.base.TransformerMixin.fit_transform,**,
sklearn.preprocessing._data.StandardScaler.transform,**,
sklearn.linear_model._stochastic_gradient.BaseSGDRegressor.fit,"X_train, y_train",
sklearn.linear_model._stochastic_gradient.BaseSGDRegressor.fit,"X_train, y_train",
sklearn.linear_model._ridge.Ridge.fit,"X_train, y_train",
sklearn.ensemble._forest.ForestRegressor.predict,**,
sklearn.utils.Bunch,,name=**
sklearn.datasets.fetch_species_distributions,,
sklearn.svm.OneClassSVM,,"gamma=0.5, kernel=rbf, nu=0.1"
sklearn.svm._classes.OneClassSVM.fit,train_cover_std,
sklearn.svm._classes.OneClassSVM.decision_function,**,
sklearn.svm._classes.OneClassSVM.decision_function,**,
sklearn.metrics,"fpr, tpr",
sklearn.decomposition.randomized_svd,"X, 5",n_iter=3
sklearn.model_selection.TimeSeriesSplit,,"gap=48, max_train_size=10000, n_splits=5, test_size=1000"
sklearn.preprocessing.OrdinalEncoder,,categories=categories
sklearn.pipeline.Pipeline,,transform=pandas
sklearn.preprocessing.OneHotEncoder,,"handle_unknown=ignore, sparse_output=False"
sklearn.pipeline.Pipeline,"**, **",
sklearn.pipeline.Pipeline,"**, **",
sklearn.compose._column_transformer.ColumnTransformer,,"remainder=**, transformers=**"
sklearn.pipeline.Pipeline,"cyclic_cossin_transformer, **",
sklearn.base.TransformerMixin.fit_transform,hour_df,
sklearn.compose._column_transformer.ColumnTransformer,,"remainder=**, transformers=**"
sklearn.pipeline.Pipeline,"cyclic_spline_transformer, **",
sklearn.pipeline.Pipeline.fit,"**, **",
sklearn.pipeline.Pipeline,**,
sklearn.pipeline.Pipeline.fit,"**, **",
sklearn.pipeline.Pipeline,**,
sklearn.pipeline.Pipeline.fit,"**, **",
sklearn.pipeline.Pipeline,**,
sklearn.pipeline.Pipeline.fit,"**, **",
sklearn.pipeline.Pipeline,**,
sklearn.pipeline.Pipeline.fit,"**, **",
sklearn.pipeline.Pipeline.predict,**,
sklearn.compose.ColumnTransformer,,"remainder=**, transformers=**"
sklearn.linear_model.RidgeCV,,alphas=alphas
sklearn.compose.ColumnTransformer,,"remainder=**, transformers=**"
sklearn.linear_model.RidgeCV,,alphas=alphas
sklearn.preprocessing.FunctionTransformer,**,
sklearn.preprocessing.FunctionTransformer,**,
sklearn.linear_model.RidgeCV,,alphas=alphas
sklearn.preprocessing.SplineTransformer,,"degree=degree, extrapolation=periodic, include_bias=True, knots=**, n_knots=n_knots"
sklearn.linear_model.RidgeCV,,alphas=alphas
sklearn.compose.ColumnTransformer,**,
sklearn.preprocessing.PolynomialFeatures,,"degree=2, include_bias=False, interaction_only=True"
sklearn.pipeline.FeatureUnion,**,
sklearn.linear_model.RidgeCV,,alphas=alphas
sklearn.kernel_approximation.Nystroem,,"degree=2, kernel=poly, n_components=300, random_state=0"
sklearn.linear_model.RidgeCV,,alphas=alphas
sklearn.compose.ColumnTransformer,,"remainder=passthrough, transformers=**"
sklearn.kernel_approximation.Nystroem,,"degree=2, kernel=poly, n_components=300, random_state=0"
sklearn.linear_model.RidgeCV,,alphas=alphas
sklearn.pipeline.Pipeline,"**, **",
sklearn.metrics._plot.regression.PredictionErrorDisplay.from_predictions,,"ax=ax, kind=kind, scatter_kwargs=**, y_pred=pred, y_true=**"
sklearn.compose.ColumnTransformer,,"remainder=passthrough, transformers=**, verbose_feature_names_out=False"
sklearn.ensemble.HistGradientBoostingRegressor,,"categorical_features=categorical_columns, random_state=42"
sklearn.preprocessing.FunctionTransformer,**,
sklearn.preprocessing.FunctionTransformer,**,
sklearn.preprocessing.FunctionTransformer,**,
sklearn.datasets.load_diabetes,,return_X_y=True
sklearn.svm._base.BaseLibSVM.fit,"**, **",
sklearn.datasets.fetch_20newsgroups_vectorized,,"return_X_y=True, subset=all"
sklearn.svm._base.BaseLibSVM.predict,**,
sklearn.datasets.dump_svmlight_file,"X, y, file",
sklearn.svm._base.BaseSVC.decision_function,**,
sklearn.svm._classes.OneClassSVM,,"coef0=coef0, degree=degree, gamma=gamma, kernel=**"
sklearn.svm._classes.SVC,"X, y",
sklearn.linear_model.Ridge,,alpha=0.2
sklearn.linear_model._ridge.Ridge.fit,"proj_operator, **",
sklearn.linear_model.Lasso,,alpha=0.001
sklearn.linear_model._coordinate_descent.ElasticNet.fit,"proj_operator, **",
sklearn.linear_model._ridge.Ridge.fit,,
sklearn.linear_model._coordinate_descent.ElasticNet.fit,,
sklearn.datasets.fetch_openml,,"as_frame=False, data_id=41082, parser=pandas, return_X_y=True"
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.decomposition.PCA,,"n_components=32, random_state=42"
sklearn.decomposition._kernel_pca.KernelPCA,,"alpha=0.005, fit_inverse_transform=True, gamma=0.001, kernel=rbf, n_components=400, random_state=42"
sklearn.decomposition._pca.PCA.fit,X_train_noisy,
sklearn.decomposition._kernel_pca.KernelPCA.fit,X_train_noisy,
sklearn.decomposition._base._BasePCA.inverse_transform,**,
sklearn.decomposition._kernel_pca.KernelPCA.transform,X_test_noisy,
sklearn.decomposition._base._BasePCA.inverse_transform,X_test_noisy,
sklearn.preprocessing.MinMaxScaler,,
sklearn.datasets.fetch_20newsgroups,,"random_state=1, remove=**, return_X_y=True, shuffle=True"
sklearn.feature_extraction.text.TfidfVectorizer,,"max_df=0.95, max_features=n_features, min_df=2, stop_words=english"
sklearn.feature_extraction.text.TfidfVectorizer.fit_transform,data_samples,
sklearn.feature_extraction.text.CountVectorizer.fit_transform,data_samples,
sklearn.decomposition._nmf.NMF,tfidf,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.decomposition._nmf.NMF,tfidf,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.decomposition._nmf.MiniBatchNMF,tfidf,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.decomposition._nmf.MiniBatchNMF,tfidf,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.decomposition.LatentDirichletAllocation,,"learning_method=online, learning_offset=50.0, max_iter=5, n_components=n_components, random_state=0"
sklearn.decomposition._lda.LatentDirichletAllocation.fit,tf,
sklearn.feature_extraction.text.CountVectorizer.get_feature_names_out,,
sklearn.decomposition._nmf.NMF,,"alpha_H=5e-05, alpha_W=5e-05, beta_loss=frobenius, init=init, l1_ratio=1, n_components=n_components, random_state=1"
sklearn.decomposition._nmf.NMF,,"alpha_H=5e-05, alpha_W=5e-05, beta_loss=kullback-leibler, init=init, l1_ratio=0.5, max_iter=1000, n_components=n_components, random_state=1, solver=mu"
sklearn.decomposition.MiniBatchNMF,,"alpha_H=5e-05, alpha_W=5e-05, batch_size=batch_size, beta_loss=frobenius, init=init, l1_ratio=0.5, n_components=n_components, random_state=1"
sklearn.decomposition.MiniBatchNMF,,"alpha_H=5e-05, alpha_W=5e-05, batch_size=batch_size, beta_loss=kullback-leibler, init=init, l1_ratio=0.5, n_components=n_components, random_state=1"
sklearn.mixture.BayesianGaussianMixture,,"init_params=random, max_iter=1500, mean_precision_prior=0.8, n_components=**, random_state=random_state, reg_covar=0, weight_concentration_prior_type=dirichlet_distribution"
sklearn.mixture.BayesianGaussianMixture,,"init_params=random, max_iter=1500, mean_precision_prior=0.8, n_components=**, random_state=random_state, reg_covar=0, weight_concentration_prior_type=dirichlet_process"
sklearn.mixture._bayesian_mixture.BayesianGaussianMixture,X,
sklearn.datasets.load_iris,,
sklearn.model_selection.StratifiedKFold,,n_splits=4
sklearn.mixture.GaussianMixture,,"covariance_type=cov_type, max_iter=20, n_components=n_classes, random_state=0"
sklearn.mixture._gaussian_mixture.GaussianMixture,**,
sklearn.mixture._base.BaseMixture.fit,X_train,
sklearn.mixture._gaussian_mixture.GaussianMixture,X_train,
sklearn.mixture._gaussian_mixture.GaussianMixture,X,
sklearn.mixture._base.BaseMixture.predict,X,
sklearn.mixture.GaussianMixture,,"covariance_type=full, n_components=5"
sklearn.mixture.BayesianGaussianMixture,,"covariance_type=full, n_components=5"
sklearn.model_selection._search.BaseSearchCV.fit,X,
sklearn.model_selection._search.BaseSearchCV.predict,X,
sklearn.mixture.GaussianMixture,,
sklearn.mixture.GaussianMixture,,"covariance_type=full, n_components=2"
sklearn.mixture._base.BaseMixture.fit,X_train,
sklearn.mixture._base.BaseMixture.score_samples,XX,
sklearn.datasets._samples_generator.make_blobs,,"centers=4, cluster_std=0.6, n_samples=4000, random_state=0"
sklearn.utils.extmath.row_norms,X,squared=True
sklearn.mixture.GaussianMixture,,"init_params=init_params, max_iter=0, n_components=4, random_state=r, tol=1e-09"
sklearn.mixture.GaussianMixture,,"max_iter=2000, means_init=ini, n_components=4, random_state=r, tol=1e-09"
sklearn.mixture._bayesian_mixture.BayesianGaussianMixture,X,
sklearn.mixture._base.BaseMixture.sample,,n_samples=2000
sklearn.mixture._bayesian_mixture.BayesianGaussianMixture,X,
sklearn.mixture._base.BaseMixture.sample,,n_samples=2000
sklearn.mixture._base.BaseMixture.predict,X,
sklearn.mixture._base.BaseMixture.predict,X,
sklearn.mixture._base.BaseMixture.predict,X,
sklearn.mixture.GaussianMixture,,"covariance_type=full, max_iter=100, n_components=10"
sklearn.mixture.BayesianGaussianMixture,,"covariance_prior=**, covariance_type=full, init_params=random, max_iter=100, mean_precision_prior=0.01, n_components=10, random_state=2, weight_concentration_prior=0.01, weight_concentration_prior_type=dirichlet_process"
sklearn.mixture.BayesianGaussianMixture,,"covariance_prior=**, covariance_type=full, init_params=kmeans, max_iter=100, mean_precision_prior=0.01, n_components=10, random_state=2, weight_concentration_prior=100.0, weight_concentration_prior_type=dirichlet_process"
sklearn.datasets.load_iris,,
sklearn.datasets.load_digits,,return_X_y=True
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.datasets.make_circles,,"factor=0.5, noise=0.2, random_state=1"
sklearn.datasets.make_moons,,"noise=0.3, random_state=0"
sklearn.neural_network.MLPClassifier,,"max_iter=max_iter, random_state=0, **param"
sklearn.preprocessing.MinMaxScaler,,
sklearn.neural_network._multilayer_perceptron.MLPClassifier,"X, y",
sklearn.datasets.load_digits,,return_X_y=True
sklearn.preprocessing.minmax_scale,X,feature_range=**
sklearn.model_selection.train_test_split,"X, Y","random_state=0, test_size=0.2"
sklearn.linear_model.LogisticRegression,,"solver=newton-cg, tol=1"
sklearn.neural_network.BernoulliRBM,,"random_state=0, verbose=True"
sklearn.pipeline.Pipeline,,steps=**
sklearn.pipeline.Pipeline.fit,"X_train, Y_train",
sklearn.linear_model._logistic.LogisticRegression,logistic,
sklearn.linear_model._logistic.LogisticRegression.fit,"X_train, Y_train",
sklearn.pipeline.Pipeline.predict,X_test,
sklearn.linear_model._base.LinearClassifierMixin.predict,X_test,
sklearn.metrics.classification_report,"Y_test, Y_pred",
sklearn.metrics.classification_report,"Y_test, Y_pred",
sklearn.datasets.fetch_openml,mnist_784,"as_frame=False, parser=pandas, return_X_y=True, version=1"
sklearn.model_selection.train_test_split,"X, y","random_state=0, test_size=0.7"
sklearn.neural_network.MLPClassifier,,"alpha=0.0001, hidden_layer_sizes=**, learning_rate_init=0.2, max_iter=8, random_state=1, solver=sgd, verbose=10"
sklearn.neural_network._multilayer_perceptron.BaseMultilayerPerceptron.fit,"X_train, y_train",
sklearn.neural_network._multilayer_perceptron.BaseMultilayerPerceptron._fit_stochastic.coefs_,,
sklearn.neural_network._multilayer_perceptron.BaseMultilayerPerceptron._fit_stochastic.coefs_,,
sklearn.datasets.make_classification,,"n_clusters_per_class=1, n_features=2, n_informative=2, n_redundant=0, random_state=0"
sklearn.datasets.make_moons,,"noise=0.3, random_state=0"
sklearn.datasets.make_circles,,"factor=0.5, noise=0.2, random_state=1"
sklearn.pipeline.make_pipeline,"**, **",
sklearn.preprocessing.StandardScaler,,
sklearn.neural_network.MLPClassifier,,"alpha=alpha, early_stopping=True, hidden_layer_sizes=**, max_iter=2000, random_state=1, solver=lbfgs"
sklearn.datasets.load_iris,,"as_frame=True, return_X_y=True"
sklearn.compose._column_transformer.ColumnTransformer,,transform=pandas
sklearn.compose._column_transformer.ColumnTransformer.fit_transform,X,
sklearn.datasets.load_diabetes,,"as_frame=True, return_X_y=True"
sklearn.ensemble.HistGradientBoostingRegressor,,"interaction_cst=**, random_state=0"
sklearn.ensemble._hist_gradient_boosting.gradient_boosting.BaseHistGradientBoosting.fit,"X, y",
sklearn.metrics._plot.regression.PredictionErrorDisplay.from_estimator,"hist_no_interact, X, y","ax=**, kind=actual_vs_predicted"
sklearn.metrics._plot.regression.PredictionErrorDisplay.from_estimator,"hist_no_interact, X, y","ax=**, kind=residual_vs_predicted"
sklearn.model_selection._plot.LearningCurveDisplay.from_estimator,"hist_no_interact, X, y","cv=5, n_jobs=2, train_sizes=**"
sklearn.datasets.fetch_openml,titanic,"as_frame=True, parser=pandas, return_X_y=True, version=1"
sklearn.inspection._plot.partial_dependence.PartialDependenceDisplay.from_estimator,"model, X","ax=ax, categorical_features=categorical_features, features=**"
sklearn.datasets.fetch_openml,titanic,"as_frame=True, parser=pandas, return_X_y=True, version=1"
sklearn.compose.ColumnTransformer,**,verbose_feature_names_out=False
sklearn.pipeline.make_pipeline,"**, **",
sklearn.compose.ColumnTransformer,,"remainder=passthrough, transformers=**"
sklearn.ensemble.HistGradientBoostingRegressor,,random_state=0
sklearn.preprocessing.KBinsDiscretizer,,encode=ordinal
sklearn.datasets.make_classification,,"n_samples=700, random_state=rng"
sklearn.ensemble.RandomForestClassifier,,"n_estimators=10, random_state=rng"
sklearn.model_selection.HalvingRandomSearchCV,,"estimator=clf, factor=2, param_distributions=param_dist, random_state=rng"
sklearn.model_selection._search_successive_halving.BaseSuccessiveHalving.fit,"X, y",
sklearn.datasets.load_iris,,
sklearn.svm.SVC,,"gamma=auto, probability=True"
sklearn.semi_supervised.SelfTrainingClassifier,svc,
sklearn.semi_supervised._self_training.SelfTrainingClassifier.fit,"**, **",
sklearn.datasets.load_iris,,"as_frame=True, return_X_y=True"
sklearn.neighbors.KNeighborsClassifier,,n_neighbors=3
sklearn.feature_selection.SequentialFeatureSelector,knn,n_features_to_select=2
sklearn.feature_selection._sequential.SequentialFeatureSelector.fit,"X, y",
sklearn.datasets.fetch_covtype,,return_X_y=True
sklearn.pipeline.make_pipeline,"**, **, **",
sklearn.pipeline.Pipeline.score,"X_test, y_test",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.Pipeline.score,"X_test, y_test",
sklearn.datasets.fetch_california_housing,,"as_frame=True, return_X_y=True"
sklearn.ensemble.RandomForestRegressor,,n_estimators=10
sklearn.ensemble._forest.BaseForest.fit,"X, y",
sklearn.inspection._plot.partial_dependence.PartialDependenceDisplay.from_estimator,"est, X, features","grid_resolution=20, kind=individual, n_jobs=3, random_state=0, subsample=50"
sklearn.model_selection.train_test_split,"X, y",random_state=rng
sklearn.tree.DecisionTreeRegressor,,"criterion=poisson, random_state=0"
sklearn.tree._classes.DecisionTreeRegressor.fit,"X_train, y_train",
sklearn.preprocessing.MinMaxScaler,,
sklearn.kernel_approximation.PolynomialCountSketch,,"degree=2, n_components=300"
sklearn.linear_model.LogisticRegression,,max_iter=1000
sklearn.pipeline.Pipeline,,
sklearn.preprocessing.MinMaxScaler,,max_iter=1000
sklearn.pipeline.Pipeline.fit,"X_train, y_train",
sklearn.pipeline.Pipeline.fit,"X_train, y_train",
sklearn.model_selection.train_test_split,"X, y",random_state=rng
sklearn.linear_model.PoissonRegressor,,
sklearn.ensemble.HistGradientBoostingRegressor,,"learning_rate=0.01, loss=poisson"
sklearn.linear_model._glm.glm._GeneralizedLinearRegressor.fit,"X_train, y_train",
sklearn.ensemble._hist_gradient_boosting.gradient_boosting.BaseHistGradientBoosting.fit,"X_train, y_train",
sklearn.set_config,,display=diagram
sklearn.pipeline.make_pipeline,"**, **",
sklearn.pipeline.make_pipeline,"**, **",
sklearn.compose.make_column_transformer,"**, **",
sklearn.pipeline.make_pipeline,"preprocessor, **",
sklearn.datasets.make_blobs,,random_state=rng
sklearn.model_selection.train_test_split,"X, y",random_state=rng
sklearn.cluster._kmeans.KMeans.fit,X_train,
sklearn.ensemble.HistGradientBoostingRegressor,"X, y",
sklearn.inspection._plot.partial_dependence.PartialDependenceDisplay.from_estimator,"gbdt_no_cst, X","feature_names=**, features=**, line_kw=**"
sklearn.inspection._plot.partial_dependence.PartialDependenceDisplay.from_estimator,"gbdt_cst, X","ax=**, features=**, line_kw=**"
sklearn.datasets.make_regression,"n_samples, n_features",random_state=rng
sklearn.linear_model.Lasso,,
sklearn.linear_model._coordinate_descent.ElasticNet.fit,"X_train, y_train",sample_weight=sw_train
sklearn.linear_model._glm.glm._GeneralizedLinearRegressor.score,"X_test, y_test",
sklearn.base.RegressorMixin.score,"X_test, y_test",
sklearn.impute.SimpleImputer,,strategy=median
sklearn.pipeline.make_pipeline,,
sklearn.impute.SimpleImputer,,"fill_value=missing, strategy=constant"
sklearn.preprocessing.OneHotEncoder,,handle_unknown=ignore
sklearn.pipeline.make_pipeline,,
sklearn.metrics.completeness_score,"**, y_test",
sklearn.base.RegressorMixin.score,"X_test, y_test, sw_test",
sklearn.cluster.KMeans,,n_init=auto
sklearn.metrics.completeness_score,X_test,
sklearn.ensemble.HistGradientBoostingRegressor,,
sklearn.ensemble.HistGradientBoostingRegressor,,monotonic_cst=**
sklearn.datasets.fetch_openml,titanic,"as_frame=True, parser=pandas, return_X_y=True, version=1"
sklearn.pipeline.make_pipeline,"**, **",
sklearn.compose.ColumnTransformer,**,verbose_feature_names_out=False
sklearn.pipeline.make_pipeline,"preprocessor, **, **",
sklearn.pipeline.Pipeline.fit,"X, y",
sklearn.preprocessing._encoders.OneHotEncoder,X,
sklearn.decomposition.MiniBatchNMF,,"n_components=n_components, random_state=0"
sklearn.decomposition._nmf.MiniBatchNMF.transform,X,
sklearn.datasets.make_blobs,,"centers=2, n_samples=1000, random_state=0"
sklearn.cluster._kmeans.KMeans.fit,X,
sklearn.pipeline.make_pipeline,,strategy=median
sklearn.pipeline.make_pipeline,,k=7
sklearn.pipeline.make_pipeline,,
sklearn.decomposition._nmf.MiniBatchNMF.partial_fit,X,
sklearn.preprocessing.OneHotEncoder,,"min_frequency=6, sparse_output=False"
sklearn.cluster.KMeans,,"n_clusters=5, n_init=auto, random_state=0"
sklearn.cluster.BisectingKMeans,,"n_clusters=5, random_state=0"
sklearn.preprocessing.OneHotEncoder,,"handle_unknown=ignore, sparse_output=False"
sklearn.preprocessing.SplineTransformer,,"degree=2, n_knots=3"
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.preprocessing.StandardScaler,X,
sklearn.compose._column_transformer.ColumnTransformer,X,
sklearn.compose._column_transformer.ColumnTransformer.get_feature_names_out,,
sklearn.pipeline.make_pipeline,"preprocessor, **",
sklearn.pipeline.Pipeline.fit,"X, y",
sklearn.pipeline.Pipeline.get_feature_names_out,,
sklearn.pipeline.make_pipeline,,
sklearn.preprocessing.StandardScaler,,
sklearn.compose.ColumnTransformer,**,verbose_feature_names_out=False
sklearn.datasets.make_classification,,random_state=0
sklearn.model_selection.train_test_split,"X, y",random_state=42
sklearn.svm.SVC,,random_state=42
sklearn.svm._base.BaseLibSVM.fit,"X_train, y_train",
sklearn.ensemble.RandomForestClassifier,,random_state=42
sklearn.ensemble._forest.BaseForest.fit,"X_train, y_train",
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_estimator,"svc, X_test, y_test",
sklearn.metrics._plot.roc_curve.RocCurveDisplay.from_estimator,"rfc, X_test, y_test",ax=**
sklearn.datasets.load_iris,,return_X_y=True
sklearn.ensemble.StackingClassifier,,"estimators=estimators, final_estimator=**"
sklearn.model_selection.train_test_split,"X, y","random_state=42, stratify=y"
sklearn.datasets.make_classification,,"n_features=5, n_informative=3, random_state=0"
sklearn.ensemble._forest.BaseForest.fit,"X, y",
sklearn.inspection.permutation_importance,"rf, X, y","n_jobs=2, n_repeats=10, random_state=0"
sklearn.ensemble._hist_gradient_boosting.gradient_boosting.BaseHistGradientBoosting.fit,"X, y",
sklearn.datasets.make_classification,,random_state=0
sklearn.impute.KNNImputer,,n_neighbors=2
sklearn.datasets.make_classification,,random_state=0
sklearn.ensemble._forest.BaseForest.fit,"X, y",
sklearn.ensemble._forest.BaseForest.fit,"X, y",
sklearn.datasets.fetch_openml,titanic,"as_frame=True, parser=pandas, version=1"
sklearn.utils.estimator_checks.parametrize_with_checks,**,
sklearn.datasets.make_classification,,"n_classes=4, n_informative=16"
sklearn.svm._base.BaseLibSVM.fit,"X, y",
sklearn.base.TransformerMixin.fit_transform,X,
sklearn.metrics.roc_auc_score,"y, **",multi_class=ovo
sklearn.ensemble.RandomForestClassifier,,"n_estimators=10, random_state=42"
sklearn.pipeline.make_pipeline,"**, **",
