function,args,kwargs
matplotlib.pyplot.subplot,"2, 1, 1",
matplotlib.pyplot.semilogx,"alphas, train_errors",label=Train
matplotlib.pyplot.semilogx,"alphas, test_errors",label=Test
matplotlib.pyplot.vlines,"alpha_optim, **, **","color=k, label=Optimum on test, linewidth=3"
matplotlib.pyplot.legend,,loc=lower right
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.xlabel,Regularization parameter,
matplotlib.pyplot.ylabel,Performance,
matplotlib.pyplot.subplot,"2, 1, 2",
matplotlib.pyplot.plot,coef,label=True coef
matplotlib.pyplot.plot,coef_,label=Estimated coef
matplotlib.pyplot.legend,,
matplotlib.pyplot.subplots_adjust,"0.09, 0.04, 0.94, 0.94, 0.26, 0.26",
matplotlib.pyplot.show,,
matplotlib.pyplot.ylim,,
matplotlib.pyplot.subplots,,"ncols=2, sharey=True"
matplotlib.pyplot.show,,
matplotlib.pyplot.setp,**,"ha=right, rotation=45, rotation_mode=anchor"
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"1, **, **",
matplotlib.pyplot.setp,ax,"xticks=**, yticks=**"
matplotlib.pyplot.plot,"X_test, **",label=Model
matplotlib.pyplot.plot,"X_test, **",label=True function
matplotlib.pyplot.scatter,"X, y","edgecolor=b, label=Samples, s=20"
matplotlib.pyplot.xlabel,x,
matplotlib.pyplot.ylabel,y,
matplotlib.pyplot.xlim,**,
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.legend,,loc=best
matplotlib.pyplot.title,**,
matplotlib.pyplot,degrees,
matplotlib.pyplot.subplots,"1, 2",figsize=**
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.show,,
matplotlib.pyplot.plot,"x, **",
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.fill_between,"x, **, 0","alpha=0.2, facecolor=blue"
matplotlib.pyplot.ylabel,Probability density,
matplotlib.pyplot.xlabel,Mean difference ($\mu$),
matplotlib.pyplot.title,Posterior distribution,
matplotlib.pyplot.show,,
matplotlib.pyplot.plot,"x, **",
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.vlines,**,"ymax=**, ymin=0"
matplotlib.pyplot.fill_between,"x_rope, **, 0","alpha=0.2, facecolor=blue"
matplotlib.pyplot.ylabel,Probability density,
matplotlib.pyplot.xlabel,Mean difference ($\mu$),
matplotlib.pyplot.title,Posterior distribution under the ROPE,
matplotlib.pyplot.show,,
matplotlib.pyplot.fill_between,x,
matplotlib.pyplot,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.patches.Patch,,color=**
matplotlib.patches.Patch,,color=**
matplotlib.patches.Patch,0.8,
matplotlib.patches.Patch,0.02,
matplotlib.patches.Patch,0.8,
matplotlib.patches.Patch,0.02,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=1, sharey=True"
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=2, sharex=True"
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=1"
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.subplot,211,
matplotlib.pyplot.plot,non_nested_scores,color=r
matplotlib.pyplot.plot,nested_scores,color=b
matplotlib.pyplot.ylabel,score,fontsize=14
matplotlib.pyplot.legend,"**, **",bbox_to_anchor=**
matplotlib.pyplot.title,Non-Nested and Nested Cross Validation on Iris Dataset,"fontsize=15, x=0.5, y=1.1"
matplotlib.pyplot.subplot,212,
matplotlib.pyplot.bar,"**, score_difference",
matplotlib.pyplot.xlabel,Individual Trial #,
matplotlib.pyplot.legend,"**, **",bbox_to_anchor=**
matplotlib.pyplot.ylabel,score difference,fontsize=14
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot.plot,"**, **","alpha=0.2, color=gray"
matplotlib.pyplot.annotate,**,xy=**
matplotlib.pyplot.figure,,
matplotlib.pyplot.bar,"n_components, test_scores","color=b, width=1.3"
matplotlib.pyplot.axhline,**,"color=y, label=Best score, linestyle=--"
matplotlib.pyplot.axhline,lower,"color=.5, label=Best score - 1 std, linestyle=--"
matplotlib.pyplot.title,Balance model complexity and cross-validated score,
matplotlib.pyplot.xlabel,Number of PCA components used,
matplotlib.pyplot.ylabel,Digit classification accuracy,
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.legend,,loc=upper left
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=3"
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=1"
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.title,GridSearchCV evaluating using multiple scorers simultaneously,fontsize=16
matplotlib.pyplot.xlabel,min_samples_split,
matplotlib.pyplot.ylabel,Score,
matplotlib.pyplot,,
matplotlib.pyplot.legend,,loc=best
matplotlib.pyplot.grid,False,
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.legend,,"loc=best, scatterpoints=1, shadow=False"
matplotlib.pyplot.axis,**,
matplotlib.pyplot,"**, **","color=color, label=target_name, lw=2"
matplotlib.pyplot.title,**,
matplotlib.pyplot.title,**,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, sharex=True, sharey=True"
matplotlib.pyplot.figure,,"facecolor=white, figsize=**, tight_layout=True"
matplotlib.pyplot.imshow,**,"cmap=**, interpolation=nearest, vmax=vmax, vmin=**"
matplotlib.pyplot.axis,off,
matplotlib.pyplot.title,"Pixelwise variance from 
 Factor Analysis (FA)","size=16, wrap=True"
matplotlib.pyplot.colorbar,,"orientation=horizontal, pad=0.03, shrink=0.8"
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.legend,,"loc=best, scatterpoints=1, shadow=False"
matplotlib.pyplot.title,PCA of IRIS dataset,
matplotlib.pyplot.figure,,
matplotlib.pyplot.legend,,"loc=best, scatterpoints=1, shadow=False"
matplotlib.pyplot.title,LDA of IRIS dataset,
matplotlib.pyplot.show,,
matplotlib.pyplot.scatter,"**, **","alpha=0.8, color=color, label=target_name, lw=lw"
matplotlib.pyplot.scatter,"**, **","alpha=0.8, color=color, label=target_name"
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.suptitle,**,fontsize=16
matplotlib.pyplot.subplots_adjust,"0.08, 0.02, 0.92, 0.85, 0.08, 0.23",
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplot,"1, 2, 1",
matplotlib.pyplot.title,Image,
matplotlib.pyplot.imshow,image,"cmap=**, interpolation=nearest, vmax=1, vmin=0"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.subplot,"1, 2, 2",
matplotlib.pyplot.title,**,
matplotlib.pyplot.imshow,difference,"cmap=**, interpolation=nearest, vmax=0.5, vmin=**"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.suptitle,title,size=16
matplotlib.pyplot.subplots_adjust,"0.02, 0.02, 0.98, 0.79, 0.02, 0.2",
matplotlib.pyplot.subplot,"10, 10, **",
matplotlib.pyplot.imshow,**,"cmap=**, interpolation=nearest"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.plot,"n_components, pca_scores, b",label=PCA scores
matplotlib.pyplot.plot,"n_components, fa_scores, r",label=FA scores
matplotlib.pyplot.axvline,rank,"color=g, label=**, linestyle=-"
matplotlib.pyplot.axvline,n_components_pca,"color=b, label=**, linestyle=--"
matplotlib.pyplot.axvline,n_components_fa,"color=r, label=**, linestyle=--"
matplotlib.pyplot.axvline,n_components_pca_mle,"color=k, label=**, linestyle=--"
matplotlib.pyplot.axhline,**,"color=violet, label=Shrunk Covariance MLE, linestyle=-."
matplotlib.pyplot.axhline,**,"color=orange, label=**, linestyle=-."
matplotlib.pyplot.xlabel,nb of components,
matplotlib.pyplot.ylabel,CV scores,
matplotlib.pyplot.legend,,loc=lower right
matplotlib.pyplot.title,title,
matplotlib.pyplot.figure,1,figsize=**
matplotlib.pyplot.clf,,
matplotlib.pyplot.cla,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"4, 1, ii",
matplotlib.pyplot.title,name,
matplotlib.pyplot.plot,sig,color=color
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,fig_num,figsize=**
matplotlib.pyplot.clf,,
matplotlib.pyplot.axes,,
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=**, sharey=True"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.colorbar,im,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots_adjust,"0.04, 0.07, 0.97, 0.9, 0.09, 0.2",
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"1, 2, **",
matplotlib.pyplot.title,**,
matplotlib.pyplot.plot,y,"label=Original signal, linestyle=--, lw=lw"
matplotlib.pyplot.plot,x,"color=darkorange, label=**, lw=lw"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.legend,,"loc=best, shadow=False"
matplotlib.pyplot,x,"color=color, label=**, lw=lw"
matplotlib.pyplot.figure,,
matplotlib.pyplot.subplot,"2, 2, 1",
matplotlib.pyplot.title,True Independent Sources,
matplotlib.pyplot.subplot,"2, 2, 2",
matplotlib.pyplot.legend,,loc=lower right
matplotlib.pyplot.title,Observations,
matplotlib.pyplot.subplot,"2, 2, 3",
matplotlib.pyplot.title,PCA recovered signals,
matplotlib.pyplot.subplot,"2, 2, 4",
matplotlib.pyplot.title,ICA recovered signals,
matplotlib.pyplot.subplots_adjust,"0.09, 0.04, 0.94, 0.94, 0.26, 0.36",
matplotlib.pyplot.show,,
matplotlib.pyplot.scatter,"**, **","alpha=0.5, color=steelblue, marker=o, s=2, zorder=10"
matplotlib.pyplot.hlines,"0, **, 3",
matplotlib.pyplot.vlines,"0, **, 3",
matplotlib.pyplot.xlim,"**, 3",
matplotlib.pyplot.ylim,"**, 3",
matplotlib.pyplot.xlabel,x,
matplotlib.pyplot.ylabel,y,
matplotlib.pyplot.scatter,"**, **","alpha=0.3, label=samples"
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,"1, 2",figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,"1, 2",figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.plot,"**, **","color=**, label=**, linewidth=5"
matplotlib.pyplot.gca,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplot,221,
matplotlib.pyplot.scatter,"**, **","label=train, marker=o, s=25"
matplotlib.pyplot.scatter,"**, **","label=test, marker=o, s=25"
matplotlib.pyplot.xlabel,x scores,
matplotlib.pyplot.ylabel,y scores,
matplotlib.pyplot.title,**,
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.legend,,loc=best
matplotlib.pyplot.subplot,224,
matplotlib.pyplot.scatter,"**, **","label=train, marker=o, s=25"
matplotlib.pyplot.scatter,"**, **","label=test, marker=o, s=25"
matplotlib.pyplot.xlabel,x scores,
matplotlib.pyplot.ylabel,y scores,
matplotlib.pyplot.title,**,
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.legend,,loc=best
matplotlib.pyplot.subplot,222,
matplotlib.pyplot.scatter,"**, **","label=train, marker=*, s=50"
matplotlib.pyplot.scatter,"**, **","label=test, marker=*, s=50"
matplotlib.pyplot.xlabel,X comp. 1,
matplotlib.pyplot.ylabel,X comp. 2,
matplotlib.pyplot.title,**,
matplotlib.pyplot.legend,,loc=best
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.subplot,223,
matplotlib.pyplot.scatter,"**, **","label=train, marker=*, s=50"
matplotlib.pyplot.scatter,"**, **","label=test, marker=*, s=50"
matplotlib.pyplot.xlabel,Y comp. 1,
matplotlib.pyplot.ylabel,Y comp. 2,
matplotlib.pyplot.title,**,
matplotlib.pyplot.legend,,loc=best
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"1, 2, **",
matplotlib.pyplot.contourf,"X, Y, Z","cmap=**, levels=levels"
matplotlib.pyplot.title,**,
matplotlib.pyplot,"X, Y, land_reference","colors=k, levels=**, linestyles=solid"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.colors.ListedColormap,**,
matplotlib.colors.ListedColormap,**,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.scatter,"**, **","c=y, cmap=cmap_bold, edgecolor=k, s=20"
matplotlib.pyplot.title,**,
matplotlib.pyplot.text,"0.9, 0.1, **","ha=center, size=15, transform=**, va=center"
matplotlib.colors.ListedColormap,**,
matplotlib.colors.ListedColormap,**,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.scatter,"**, **","c=y, cmap=cmap_bold, edgecolor=k, s=20"
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.subplots,"1, 2",figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.scatter,"**, **","c=y, cmap=Set1, s=30"
matplotlib.pyplot.title,**,
matplotlib.pyplot.scatter,"**, **","color=k, label=Data points, s=3.0"
matplotlib.pyplot,"**, **","edgecolors=r, facecolors=none, label=Outlier scores, s=**"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.xlim,**,
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.xlabel,**,
matplotlib.pyplot.legend,,handler_map=**
matplotlib.pyplot.title,Local Outlier Factor (LOF),
matplotlib.pyplot.show,,
matplotlib.legend_handler.HandlerPathCollection,,update_func=update_legend_marker_size
matplotlib.pyplot.figure,1,
matplotlib.pyplot,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,2,
matplotlib.pyplot,,
matplotlib.pyplot.show,,
matplotlib.pyplot.title,Novelty Detection with LOF,
matplotlib.pyplot.contourf,"xx, yy, Z","cmap=**, levels=**"
matplotlib.pyplot.contour,"xx, yy, Z","colors=darkred, levels=**, linewidths=2"
matplotlib.pyplot.contourf,"xx, yy, Z","colors=palevioletred, levels=**"
matplotlib.pyplot.scatter,"**, **","c=white, edgecolors=k, s=s"
matplotlib.pyplot.scatter,"**, **","c=blueviolet, edgecolors=k, s=s"
matplotlib.pyplot.scatter,"**, **","c=gold, edgecolors=k, s=s"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.xlim,**,
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.legend,"**, **","loc=upper left, prop=**"
matplotlib.pyplot.xlabel,**,
matplotlib.pyplot.show,,
matplotlib.font_manager.FontProperties,,size=11
matplotlib.pyplot.contourf,,
matplotlib.pyplot.contourf,,
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"2, 1, **",
matplotlib.pyplot.scatter,"X, y","color=darkorange, label=data"
matplotlib.pyplot.plot,"T, y_","color=navy, label=prediction"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.legend,,
matplotlib.pyplot.title,**,
matplotlib.colors.ListedColormap,**,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.title,**,
matplotlib.pyplot.subplots,"2, 2","sharex=True, sharey=True"
matplotlib.pyplot.subplots,"2, 3","sharex=True, sharey=True"
matplotlib.pyplot,,
matplotlib.pyplot.show,,
matplotlib.pyplot,,"figsize=**, ncols=ncols, nrows=nrows, squeeze=False"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,"9, 11",subplot_kw=**
matplotlib.pyplot.show,,
